,file_name,totalArea,Ecc,EquivlentDiameter,weightedX,weightedY,Rectangularity,MeanIntensity,Circularity,Elongation,EulerNumber,Class
48437,subset1_negative_69557_101563.jpg,35.0,0.7729923387589586,6.6755811781245455,32.94285714285714,30.457142857142852,0.6481481481481481,0.0,1.032856852446234,0.6666666666666666,1.0,0
272125,subset5_negative_26096_120316.jpg,50.0,0.7961984810610191,7.978845608028654,31.36,31.18,0.6944444444444444,0.0,0.973184936586037,0.8888888888888888,1.0,0
273221,subset5_positive_05022_142681.jpg,22.0,0.6898605623642444,5.2925674284012265,31.5,32.0,0.7333333333333333,0.0,0.758964262380741,0.8333333333333334,1.0,1
145253,subset3_positive_97985_105194.jpg,185.0,0.5770330900313396,15.347615963921076,29.11891891891892,33.50810810810811,0.6423611111111112,0.0,1.1604892440366823,0.8888888888888888,1.0,1
223682,subset4_positive_02477_142419.jpg,21.0,0.0,5.170882945826412,32.0,32.0,0.84,0.0,0.7067603713175155,1.0,1.0,1
230127,subset4_positive_34290_111326.jpg,1511.0,0.7279605818865829,43.86188495829644,19.636002647253477,20.685638649900728,0.5036666666666667,0.0,4.464151440591592,0.8333333333333334,-3.0,1
74824,subset1_negative_58100_122449.jpg,53.0,0.9848998887696158,8.214724333230155,32.056603773584904,31.22641509433962,0.4907407407407408,0.0,2.1802922350451475,0.3333333333333333,1.0,0
262173,subset5_positive_00770_100002.jpg,276.0,0.8011886760821253,18.746042631630413,35.04710144927536,34.29347826086956,0.6133333333333333,0.0,1.9244607509951384,0.72,1.0,1
321398,subset7_negative_11210_125765.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
418278,subset9_negative_29296_131473.jpg,321.0,0.8642281409529609,20.216574731145414,30.45482866043614,31.8411214953271,0.19290865384615385,0.0,5.48500380447758,0.6153846153846154,1.0,0
27021,subset0_negative_43514_130542.jpg,13.0,0.8307082766298041,4.068428945128218,31.84615384615385,32.384615384615394,0.65,0.0,0.7502842079090828,0.8,1.0,0
230947,subset4_negative_12644_108676.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59082,subset1_negative_81131_117209.jpg,28.0,0.8721857423099841,5.970821321441847,32.32142857142857,32.035714285714285,0.6666666666666666,0.0,0.971145351723557,0.8571428571428571,1.0,0
387501,subset9_negative_20823_103991.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
113673,subset2_positive_14832_105713.jpg,1718.0,0.7012588155489996,46.76992129408611,36.170547147846335,41.213620488940634,0.4618279569892473,0.0,6.102768252427926,0.967741935483871,-2.0,1
408987,subset9_negative_92782_137470.jpg,6.0,0.6741998624632421,2.763953195770684,31.16666666666667,32.833333333333336,0.6666666666666666,0.0,0.5168631413744181,1.0,1.0,0
206196,subset4_negative_68219_100576.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
390396,subset9_positive_01935_123877.jpg,7.0,0.3779644730092271,2.9854106607209236,32.0,32.285714285714285,0.7777777777777778,0.0,0.5300702784881366,1.0,1.0,1
109628,subset2_negative_40405_109796.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
243394,subset5_negative_35878_125862.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
152704,subset3_negative_20378_116314.jpg,30.0,0.9244768426103704,6.180387232371032,32.7,32.63333333333333,0.5555555555555556,0.0,1.072373891249645,0.6666666666666666,1.0,0
320955,subset7_negative_62069_110571.jpg,153.0,0.9087466397292892,13.957279475043832,31.470588235294123,33.65359477124183,0.3834586466165413,0.0,2.3912404809153456,0.9047619047619048,1.0,0
184456,subset4_negative_61436_104230.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
403021,subset9_negative_90027_114010.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
179628,subset4_negative_34290_121538.jpg,32.0,0.8105211049520356,6.383076486422922,31.375,32.4375,0.6666666666666666,0.0,0.9276229873542392,0.75,1.0,0
340070,subset8_positive_21986_119921.jpg,147.0,0.8252488960132753,13.680870333281758,30.04761904761905,32.17687074829932,0.5157894736842106,0.0,2.09327768940074,0.7894736842105263,1.0,1
308094,subset7_negative_13755_137063.jpg,10.0,0.7905694150420949,3.5682482323055424,32.0,32.5,0.8333333333333334,0.0,0.6202357696493015,0.75,1.0,0
183597,subset4_positive_55750_113925.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
98615,subset2_negative_13746_110646.jpg,475.0,0.9442818386164924,24.592453796829677,22.701052631578946,33.235789473684214,0.3326330532212885,0.0,2.796368424654794,0.8095238095238095,1.0,0
390667,subset9_negative_44795_134139.jpg,139.0,0.8412060461179965,13.303394180365686,30.992805755395683,30.60431654676259,0.7722222222222223,0.0,1.0982558490192396,0.5555555555555556,1.0,0
47088,subset1_negative_24616_132827.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
123286,subset2_negative_93869_137627.jpg,832.0,0.7633621767399918,32.547431561025746,19.99158653846154,24.231971153846153,0.5110565110565111,0.0,10.019342767434553,0.8409090909090909,-1.0,0
106591,subset2_negative_82428_101140.jpg,21.0,0.0,5.170882945826412,31.0,31.0,0.84,0.0,0.7067603713175155,1.0,1.0,0
161792,subset3_negative_64961_102746.jpg,213.0,0.9761639679671448,16.46815177937675,44.370892018779344,36.455399061032864,0.3480392156862745,0.0,3.4737815204428024,0.5294117647058824,1.0,0
253573,subset5_positive_80786_141144.jpg,907.0,0.8722694366400451,33.982764264767994,34.78280044101433,41.16868798235943,0.3912855910267472,0.0,2.5146562526081278,0.6229508196721312,1.0,1
316460,subset7_negative_90470_128403.jpg,29.0,0.5162451143930841,6.076507779746499,31.724137931034484,31.344827586206893,0.8055555555555556,0.0,0.7996749890984819,1.0,1.0,0
126763,subset2_negative_14604_133908.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
376348,subset9_positive_65701_131494.jpg,17.0,0.946958529475175,4.652426491681278,11.882352941176471,2.4705882352941178,0.6071428571428571,0.0,0.9221447327674168,0.5714285714285714,1.0,1
200976,subset4_positive_47868_104964.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
114708,subset2_negative_95628_108239.jpg,4.0,0.0,2.256758334191025,24.5,14.5,1.0,0.0,0.3183098861837907,1.0,1.0,0
239296,subset4_positive_43898_103781.jpg,530.0,0.9271010814073588,25.977239243415305,33.852830188679235,38.66603773584906,0.364010989010989,0.0,4.071649366104535,0.4642857142857143,1.0,1
21998,subset0_negative_67830_110617.jpg,447.0,0.9735487521062672,23.856614942120718,37.22595078299776,34.20581655480984,0.17447306791569087,0.0,5.2682047889671955,0.6885245901639344,1.0,0
52006,subset1_negative_05509_136976.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
388021,subset9_negative_05216_109938.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
247877,subset5_negative_91305_142405.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
355655,subset8_negative_04249_114913.jpg,5.0,0.8164965809277259,2.5231325220201604,33.8,31.6,0.8333333333333334,0.0,0.4315320924833573,0.6666666666666666,1.0,0
126841,subset2_negative_61147_133342.jpg,132.0,0.9093529760018194,12.964089628857147,22.62121212121212,31.90909090909091,0.42857142857142855,0.0,2.7571589562147603,0.6363636363636364,1.0,0
79820,subset1_positive_59845_136181.jpg,105.0,0.8123977753086209,11.562445770562215,34.42857142857143,33.52380952380953,0.5,0.0,1.116654614772584,0.9333333333333332,1.0,1
215093,subset4_negative_89321_103750.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
236537,subset4_positive_02477_142420.jpg,443.0,0.6658099454985152,23.74963406702674,31.71557562076749,32.683972911963885,0.6943573667711599,0.0,1.5483262540717675,0.7586206896551724,1.0,1
175656,subset4_negative_89762_102073.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
112885,subset2_negative_43021_139191.jpg,1219.0,0.7791603701864313,39.39643391262924,38.46841673502871,25.956521739130434,0.3279526499865483,0.0,4.903612338302403,0.9365079365079364,1.0,0
340462,subset8_positive_36359_139916.jpg,1021.0,0.8145134160948693,36.05520177692258,26.07345739471107,35.5896180215475,0.4525709219858156,0.0,2.850433530986133,0.9791666666666666,1.0,1
194056,subset4_negative_87176_117903.jpg,570.0,0.9106967221007272,26.93968337785436,38.13859649122807,41.219298245614034,0.4344512195121951,0.0,2.150963522200743,0.7804878048780488,0.0,0
127972,subset2_negative_32739_104774.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
301411,subset7_negative_38704_128902.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
271741,subset5_positive_21124_123407.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
244086,subset5_negative_97516_106011.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128789,subset2_negative_29831_120010.jpg,188.0,0.9681668542403778,15.471555655790098,32.127659574468076,42.622340425531924,0.5513196480938416,0.0,2.314218710490177,0.3548387096774194,1.0,0
220612,subset4_negative_41306_112994.jpg,251.0,0.9337737440239372,17.876888032555495,39.41035856573705,31.641434262948213,0.5070707070707071,0.0,2.0984012355331787,0.4545454545454545,1.0,0
341532,subset8_negative_98181_100200.jpg,8.0,0.6746451779882773,3.1915382432114616,30.875,31.5,0.6666666666666666,0.0,0.4923730452944843,0.75,1.0,0
160921,subset3_negative_88500_124974.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
386678,subset9_negative_91202_105357.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
328457,subset7_negative_90787_105467.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120955,subset2_positive_60568_122378.jpg,147.0,0.2823335875750845,13.680870333281758,32.272108843537424,32.35374149659864,0.75,0.0,1.0664509174344652,1.0,1.0,1
170520,subset3_positive_54574_136699.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
397585,subset9_negative_49282_126370.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
255894,subset5_negative_24702_117461.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
164669,subset3_negative_20084_135572.jpg,1357.0,0.7659826462800218,41.56664603026825,20.848931466470155,23.122328666175388,0.5384920634920635,0.0,4.0869707051528055,0.8035714285714286,-1.0,0
109904,subset2_negative_76953_105185.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
178311,subset4_negative_79986_143025.jpg,10.0,0.6123724356957947,3.5682482323055424,32.2,32.0,0.8333333333333334,0.0,0.6202357696493015,0.75,1.0,0
75330,subset1_negative_82679_108574.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
312152,subset7_negative_93123_123192.jpg,18.0,0.9460048806432486,4.787307364817192,31.277777777777782,30.5,0.5,0.0,0.6007314423370598,1.0,1.0,0
416644,subset9_positive_85809_106887.jpg,305.0,0.7591161722157228,19.70629496237749,30.67540983606557,33.2327868852459,0.418956043956044,0.0,2.713262788961297,0.9285714285714286,0.0,1
407227,subset9_negative_27970_143640.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151278,subset3_positive_24156_138455.jpg,956.0,0.5848481581196011,34.88863718700998,16.09937238493724,31.397489539748953,0.6857962697274032,0.0,1.2435268159571249,0.8292682926829268,1.0,1
422680,subset9_positive_21227_124210.jpg,46.0,0.748753116344687,7.653039857325813,32.76086956521739,31.76086956521739,0.6388888888888888,0.0,1.0082858558198249,0.8888888888888888,1.0,1
187982,subset4_negative_38096_115433.jpg,210.0,0.9616767557231402,16.351767622932517,33.319047619047616,47.414285714285704,0.42857142857142855,0.0,2.767288116617164,0.4,1.0,0
181659,subset4_negative_43151_104904.jpg,984.0,0.8611415328376785,35.39587139793849,24.892276422764226,45.963414634146346,0.4472727272727273,0.0,2.4696811189879133,0.88,1.0,0
238840,subset4_positive_55750_125898.jpg,621.0,0.7493642127238712,28.11906394744562,34.97745571658615,21.11272141706924,0.5534759358288771,0.0,1.76501891218994,0.9705882352941176,1.0,1
204488,subset4_negative_28980_123852.jpg,14.0,0.9742591167321796,4.222008245644751,31.142857142857146,33.142857142857146,0.4,0.0,1.1868138741395315,0.7142857142857143,1.0,0
166915,subset3_negative_48244_133823.jpg,108.0,0.936891237581574,11.726460285670074,43.02777777777778,26.68518518518519,0.4090909090909091,0.0,2.473661299611304,0.5454545454545454,1.0,0
356558,subset8_positive_24817_118994.jpg,196.0,0.4896256322027315,15.797308339337174,32.224489795918366,31.97448979591837,0.7205882352941176,0.0,1.0265932053177471,0.9411764705882352,1.0,1
345897,subset8_negative_75427_102846.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69354,subset1_negative_56430_105809.jpg,48.0,0.9921107207900476,7.817640190446719,39.16666666666666,36.16666666666666,0.20512820512820512,0.0,2.0274686178875774,0.7222222222222222,1.0,0
377946,subset9_negative_14638_141059.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
216893,subset4_positive_16111_103443.jpg,81.0,0.7593678577624823,10.155412503859614,31.222222222222218,31.617283950617285,0.6694214876033058,0.0,0.993417407743536,1.0,1.0,1
354327,subset8_negative_90445_115661.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210279,subset4_negative_94083_134155.jpg,1286.0,0.7986169011742701,40.46462720116693,24.454121306376358,18.17573872472784,0.7352773013150372,0.0,2.1866797976231216,0.6226415094339622,1.0,0
136475,subset3_positive_25236_117717.jpg,25.0,0.6441911507451392,5.641895835477562,32.04,32.24,0.8333333333333334,0.0,0.7802955762254459,0.8333333333333334,1.0,1
336096,subset8_negative_58572_109147.jpg,222.0,0.9902960393293192,16.812470934731937,31.743243243243235,26.130630630630627,0.2466666666666667,0.0,3.9142517291201377,0.4444444444444444,1.0,0
283299,subset5_negative_68929_126699.jpg,400.0,0.9738568058873944,22.567583341910247,33.0775,40.31,0.2840909090909091,0.0,2.6923314379150955,0.7272727272727273,1.0,0
414395,subset9_positive_62827_101123.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
309706,subset7_negative_62069_110551.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
322737,subset7_positive_57842_131368.jpg,143.0,0.4596637054252466,13.493452297211721,31.237762237762237,32.7972027972028,0.7857142857142857,0.0,0.9722672826457855,0.9285714285714286,1.0,1
24619,subset0_negative_19998_100756.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
232382,subset4_negative_11064_117188.jpg,6.0,0.6741998624632421,2.763953195770684,30.83333333333333,35.166666666666664,0.6666666666666666,0.0,0.5168631413744181,1.0,1.0,0
159496,subset3_negative_18990_119677.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150879,subset3_negative_53512_107800.jpg,833.0,0.9264193822886684,32.56698544176895,19.22689075630252,33.677070828331324,0.4449786324786325,0.0,3.025429767793548,0.6923076923076923,0.0,0
198775,subset4_positive_55268_115554.jpg,706.0,0.6256073659905267,29.98177977677484,37.86260623229462,26.498583569405103,0.7607758620689655,0.0,1.1367927203847237,0.90625,1.0,1
362052,subset8_positive_27052_122760.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
422165,subset9_negative_14638_141055.jpg,4.0,0.0,2.256758334191025,43.5,59.5,1.0,0.0,0.3183098861837907,1.0,1.0,0
126947,subset2_negative_79250_118025.jpg,5.0,0.8164965809277259,2.5231325220201604,31.4,32.8,0.8333333333333334,0.0,0.4315320924833573,0.6666666666666666,1.0,0
103990,subset2_negative_82428_101144.jpg,31.0,0.9841479014266572,6.282549314314218,31.225806451612907,34.0,0.3974358974358974,0.0,1.4115776792667567,0.4615384615384616,1.0,0
386482,subset9_positive_67838_110430.jpg,36.0,0.7148834489492895,6.770275002573077,31.61111111111111,31.66666666666667,0.75,0.0,0.8753298583013056,0.75,1.0,1
107061,subset2_negative_35891_107423.jpg,120.0,0.956944026897226,12.360774464742065,32.025,30.191666666666666,0.33613445378151263,0.0,2.181506909435628,0.8095238095238095,1.0,0
356661,subset8_negative_36860_141017.jpg,709.0,0.4039389165876817,30.04541291474009,33.778561354019736,17.455571227080394,0.4544871794871795,0.0,4.0986856770129245,0.975,1.0,0
202913,subset4_positive_45468_101057.jpg,575.0,0.38010234935485065,27.05758189903005,22.163478260869564,27.63478260869565,0.5284926470588235,0.0,2.6628216606812884,0.9411764705882352,0.0,1
99676,subset2_negative_93869_137575.jpg,12.0,0.8657571830827454,3.90882009522336,32.166666666666664,32.25,0.6,0.0,0.618415324902826,0.8,1.0,0
49305,subset1_negative_22343_125781.jpg,4.0,0.0,2.256758334191025,32.5,33.5,1.0,0.0,0.3183098861837907,1.0,1.0,0
114949,subset2_positive_35891_106972.jpg,86.0,0.8481760605950442,10.464157913908982,32.15116279069768,31.11627906976744,0.6370370370370371,0.0,1.1858594798438609,0.6,1.0,1
234174,subset4_positive_94207_110611.jpg,51.0,0.5591406147275677,8.058239062071396,31.84313725490196,31.980392156862745,0.7083333333333334,0.0,0.9094343013276854,0.8888888888888888,1.0,1
32113,subset0_negative_74565_117506.jpg,31.0,0.9839052496211832,6.282549314314218,33.61290322580645,35.03225806451613,0.3229166666666667,0.0,1.1397288236468543,0.6666666666666666,1.0,0
61608,subset1_positive_47372_140134.jpg,13.0,0.784101278416771,4.068428945128218,31.69230769230769,31.0,0.8666666666666667,0.0,0.7177571704566658,0.6,1.0,1
261966,subset5_positive_75734_133773.jpg,1062.0,0.8545372132690194,36.772005609005646,39.76836158192091,43.897363465160076,0.6,0.0,4.010143646063139,0.5084745762711864,-2.0,1
370869,subset8_positive_17534_120111.jpg,46.0,0.8131058507491307,7.653039857325813,31.717391304347824,30.65217391304348,0.6571428571428571,0.0,1.0082858558198249,0.7,1.0,1
174757,subset4_negative_05185_122613.jpg,449.0,0.8415093334262079,23.909925879978967,33.207126948775056,29.37193763919822,0.4157407407407408,0.0,2.2721212175524625,0.675,1.0,0
110896,subset2_positive_14593_140790.jpg,1521.0,0.7646133808279306,44.006787516725,20.275476660092046,42.0913872452334,0.4370689655172414,0.0,2.2133509909943254,0.9666666666666668,1.0,1
107329,subset2_negative_31442_118909.jpg,21.0,0.6874877446571902,5.170882945826412,31.285714285714285,31.904761904761905,0.7,0.0,0.7951054177322049,0.8333333333333334,1.0,0
101172,subset2_positive_19780_126954.jpg,20.0,0.7302967433402215,5.046265044040321,31.5,31.5,0.8333333333333334,0.0,0.7420983898833913,0.6666666666666666,1.0,1
406064,subset9_positive_44411_100763.jpg,81.0,0.5138881205254293,10.155412503859614,32.086419753086425,31.308641975308642,0.7363636363636363,0.0,0.9423306358868784,0.9090909090909092,1.0,1
308540,subset7_positive_39150_140715.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
369089,subset8_negative_59551_105958.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
117004,subset2_positive_13746_110110.jpg,682.0,0.753429008406137,29.46776831572729,18.63929618768329,30.788856304985337,0.573109243697479,0.0,1.3226479360078491,0.9714285714285714,1.0,1
345263,subset8_negative_15668_135958.jpg,19.0,0.958872903068024,4.918490759365935,33.1578947368421,31.63157894736842,0.7037037037037037,0.0,1.0220496927237408,0.3333333333333333,1.0,0
269789,subset5_negative_89377_146151.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51245,subset1_positive_85953_134683.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
299568,subset7_positive_57842_131365.jpg,14.0,0.6292889820590859,4.222008245644751,31.785714285714285,31.642857142857146,0.7,0.0,0.6966924787727198,0.8,1.0,1
19926,subset0_negative_50963_136691.jpg,62.0,0.7441878915898086,8.884866446580958,32.40322580645161,31.741935483870968,0.7045454545454546,0.0,0.9746345556438756,0.7272727272727273,1.0,0
37228,subset0_negative_82729_132090.jpg,89.0,0.7681435204307552,10.645107772184813,38.146067415730336,35.157303370786515,0.39732142857142855,0.0,2.421597279418835,0.875,1.0,0
290926,subset7_positive_38704_128865.jpg,56.0,0.7986105934609099,8.444016491289505,29.32142857142857,32.75,0.7272727272727273,0.0,1.0151553352213951,0.6363636363636364,1.0,1
342564,subset8_negative_36860_140978.jpg,1649.0,0.8267378096372694,45.82108694987804,36.399029714978774,36.42449969678593,0.5482047872340425,0.0,2.991070100722654,0.734375,1.0,0
137609,subset3_negative_73080_130183.jpg,144.0,0.9935012001477774,13.540550005146153,36.625,33.770833333333336,0.17647058823529413,0.0,4.105253906598708,0.7058823529411765,1.0,0
