,Unnamed: 0,Class,file_name
128421,128421,1,subset2_positive_26179_136411-4.jpg
394210,394210,1,subset9_positive_85809_106885.jpg
365346,365346,0,subset8_negative_35761_138424.jpg
271252,271252,1,subset5_positive_00770_100005-2.jpg
18706,18706,0,subset0_negative_18345_120791.jpg
255925,255925,1,subset5_positive_38609_120666-5.jpg
52063,52063,0,subset1_negative_47372_140236.jpg
280331,280331,1,subset5_positive_03031_101952-0.jpg
72406,72406,1,subset1_positive_59366_101014-2.jpg
243007,243007,0,subset4_negative_81626_135360.jpg
367862,367862,1,subset8_positive_07285_132265-0.jpg
312913,312913,0,subset7_negative_87559_113145.jpg
286958,286958,1,subset5_positive_15800_132268-1.jpg
289317,289317,1,subset5_positive_75734_133772-0.jpg
79612,79612,1,subset1_positive_22949_142134-5.jpg
99220,99220,0,subset2_negative_73069_116298.jpg
43521,43521,1,subset0_positive_48912_137979-1.jpg
236054,236054,1,subset4_positive_26314_109558-5.jpg
198241,198241,1,subset4_positive_55268_115549-3.jpg
291884,291884,1,subset5_positive_03031_101951.jpg
280037,280037,1,subset5_positive_74395_135596-2.jpg
85856,85856,0,subset1_negative_96592_121296.jpg
355265,355265,0,subset8_negative_07285_132616.jpg
409079,409079,0,subset9_negative_26530_137997.jpg
368105,368105,1,subset8_positive_59047_127685-3.jpg
21579,21579,1,subset0_positive_17235_124331.jpg
18126,18126,0,subset0_negative_56843_130056.jpg
174840,174840,1,subset3_positive_24156_138455-3.jpg
198961,198961,1,subset4_positive_22907_116821.jpg
429738,429738,0,subset9_negative_61822_133709.jpg
402445,402445,1,subset9_positive_66464_122425-5.jpg
223656,223656,0,subset4_negative_98197_113689.jpg
93834,93834,0,subset2_negative_14604_133953.jpg
230387,230387,1,subset4_positive_51615_109651-3.jpg
212395,212395,1,subset4_positive_22907_116822-2.jpg
198263,198263,0,subset4_negative_41306_113131.jpg
202998,202998,1,subset4_positive_00951_101285-1.jpg
152692,152692,1,subset3_positive_16689_114879-2.jpg
181794,181794,1,subset4_positive_16111_101336-1.jpg
353578,353578,1,subset8_positive_80114_141349.jpg
200987,200987,1,subset4_positive_91341_101290-4.jpg
224335,224335,0,subset4_negative_34290_121515.jpg
136598,136598,0,subset3_negative_91582_135266.jpg
10651,10651,1,subset0_positive_96730_135068-3.jpg
184546,184546,1,subset4_positive_87713_101085-5.jpg
165267,165267,0,subset3_negative_82371_105667.jpg
363153,363153,1,subset8_positive_10592_106311-4.jpg
384145,384145,0,subset9_negative_42176_125305.jpg
375580,375580,0,subset8_negative_83763_126226.jpg
53316,53316,1,subset1_positive_06551_127623.jpg
189749,189749,0,subset4_negative_65680_126917.jpg
61522,61522,1,subset1_positive_95147_114150-3.jpg
41669,41669,1,subset0_positive_83845_133434-5.jpg
94058,94058,1,subset2_positive_32478_138420.jpg
52316,52316,1,subset1_positive_55143_111501-3.jpg
156592,156592,0,subset3_negative_99956_127455.jpg
400642,400642,1,subset9_positive_88650_106462-0.jpg
342669,342669,0,subset8_negative_20976_110660.jpg
348598,348598,1,subset8_positive_88203_128219-2.jpg
380150,380150,0,subset8_negative_94671_114232.jpg
88387,88387,1,subset1_positive_17499_114571-5.jpg
313958,313958,1,subset7_positive_57842_131362-5.jpg
374529,374529,0,subset8_negative_93813_136604.jpg
269516,269516,0,subset5_negative_91305_142146.jpg
167263,167263,0,subset3_negative_67533_106260.jpg
251028,251028,0,subset5_negative_81290_124807.jpg
213453,213453,0,subset4_negative_27409_139667.jpg
64078,64078,0,subset1_negative_95147_114448.jpg
164502,164502,1,subset3_positive_24156_138455-2.jpg
298914,298914,0,subset7_negative_77129_107966.jpg
278979,278979,0,subset5_negative_00450_140005.jpg
18496,18496,0,subset0_negative_51767_139479.jpg
265452,265452,0,subset5_negative_58431_110328.jpg
87269,87269,1,subset1_positive_06551_127617-1.jpg
3715,3715,0,subset0_negative_99991_118030.jpg
66061,66061,1,subset1_positive_55143_111500-5.jpg
55367,55367,0,subset1_negative_22350_128778.jpg
81530,81530,0,subset1_negative_06551_128095.jpg
429178,429178,1,subset9_positive_82004_110634-3.jpg
306322,306322,0,subset7_negative_93123_123392.jpg
332809,332809,0,subset7_negative_81479_103504.jpg
192805,192805,1,subset4_positive_24767_116922-0.jpg
149804,149804,1,subset3_positive_97985_105192-3.jpg
6261,6261,0,subset0_negative_20843_136975.jpg
35663,35663,1,subset0_positive_66493_145743-1.jpg
25513,25513,1,subset0_positive_12111_107806.jpg
366650,366650,0,subset8_negative_11534_107402.jpg
316214,316214,0,subset7_negative_75826_106895.jpg
7479,7479,1,subset0_positive_00950_103687-1.jpg
124972,124972,1,subset2_positive_79250_118024.jpg
409383,409383,0,subset9_negative_61822_133195.jpg
218173,218173,0,subset4_negative_57505_129066.jpg
220495,220495,1,subset4_positive_66972_138847-1.jpg
254156,254156,1,subset5_positive_58588_117913-1.jpg
81399,81399,1,subset1_positive_58100_122133.jpg
324036,324036,0,subset7_negative_03237_132760.jpg
247114,247114,1,subset5_positive_75734_133772-5.jpg
405753,405753,0,subset9_negative_21227_124989.jpg
103008,103008,0,subset2_negative_87095_126622.jpg
62641,62641,0,subset1_negative_92711_121865.jpg
7915,7915,0,subset0_negative_69037_131574.jpg
197675,197675,0,subset4_negative_61436_101760.jpg
98216,98216,0,subset2_negative_59527_120965.jpg
102350,102350,0,subset2_negative_21493_123220.jpg
255464,255464,0,subset5_negative_65646_100416.jpg
55546,55546,1,subset1_positive_05032_109791-1.jpg
171971,171971,0,subset3_negative_58228_131718.jpg
337243,337243,1,subset7_positive_38925_139319-4.jpg
127467,127467,0,subset2_negative_52296_101579.jpg
214242,214242,1,subset4_positive_91341_101290-0.jpg
30195,30195,0,subset0_negative_97176_111164.jpg
159876,159876,0,subset3_negative_65150_118598.jpg
93893,93893,1,subset2_positive_76953_104979-0.jpg
295880,295880,1,subset7_positive_02075_137877-0.jpg
109194,109194,0,subset2_negative_52948_124779.jpg
141603,141603,0,subset3_negative_54574_137051.jpg
406923,406923,1,subset9_positive_16280_127690-1.jpg
47392,47392,1,subset1_positive_17499_114571-2.jpg
219727,219727,1,subset4_positive_02477_124019.jpg
360296,360296,1,subset8_positive_79830_133182-1.jpg
263673,263673,0,subset5_negative_75981_118342.jpg
247996,247996,1,subset5_positive_35112_132743-2.jpg
302751,302751,1,subset7_positive_87700_138945.jpg
79666,79666,1,subset1_positive_59845_136188-5.jpg
122156,122156,1,subset2_positive_40405_109759.jpg
253401,253401,0,subset5_negative_00770_100164.jpg
4664,4664,0,subset0_negative_55367_119135.jpg
379409,379409,0,subset8_negative_58130_135243.jpg
75542,75542,1,subset1_positive_03192_113178-3.jpg
306646,306646,0,subset7_negative_87559_113157.jpg
163024,163024,1,subset3_positive_96610_101517-3.jpg
189515,189515,0,subset4_negative_89321_107471.jpg
197939,197939,1,subset4_positive_87176_109564-3.jpg
41670,41670,1,subset0_positive_00410_100000-0.jpg
103813,103813,1,subset2_positive_13746_110113-3.jpg
72025,72025,1,subset1_positive_47886_119859-4.jpg
188460,188460,1,subset4_positive_78950_112213-1.jpg
205417,205417,0,subset4_negative_20907_137200.jpg
224973,224973,1,subset4_positive_21600_124781-3.jpg
290784,290784,1,subset5_positive_98037_140418-5.jpg
50582,50582,0,subset1_negative_43476_106331.jpg
361616,361616,0,subset8_negative_34559_106836.jpg
90435,90435,1,subset1_positive_55143_111500-0.jpg
234129,234129,0,subset4_negative_20907_136992.jpg
356319,356319,0,subset8_negative_68794_103744.jpg
34841,34841,1,subset0_positive_97097_105256-1.jpg
383753,383753,1,subset9_positive_67838_110429-0.jpg
394302,394302,0,subset9_negative_09785_129653.jpg
81856,81856,1,subset1_positive_95147_114153.jpg
418959,418959,0,subset9_negative_08169_102733.jpg
329066,329066,1,subset7_positive_20341_142553-5.jpg
389982,389982,1,subset9_positive_82004_110632-3.jpg
308192,308192,1,subset7_positive_23138_110685-5.jpg
422045,422045,0,subset9_negative_65787_136771.jpg
311500,311500,0,subset7_negative_91325_106174.jpg
69240,69240,1,subset1_positive_22343_125708-2.jpg
315214,315214,1,subset7_positive_57842_131364-3.jpg
20077,20077,0,subset0_negative_74565_117099.jpg
147479,147479,1,subset3_positive_20378_115593-1.jpg
390272,390272,0,subset9_negative_36247_142810.jpg
21615,21615,0,subset0_negative_21281_104862.jpg
42109,42109,1,subset0_positive_75227_123104-0.jpg
420571,420571,0,subset9_negative_42176_125897.jpg
16240,16240,1,subset0_positive_12111_107806-3.jpg
158188,158188,1,subset3_positive_24156_138459-2.jpg
392249,392249,0,subset9_negative_62827_101766.jpg
164843,164843,0,subset3_negative_61062_112084.jpg
108768,108768,1,subset2_positive_53819_102920-0.jpg
113492,113492,0,subset2_negative_91689_115708.jpg
400918,400918,0,subset9_negative_92782_137518.jpg
320646,320646,0,subset7_negative_93123_123404.jpg
362971,362971,1,subset8_positive_83763_126155-4.jpg
46908,46908,0,subset1_negative_03192_113265.jpg
144998,144998,1,subset3_positive_28406_124978-3.jpg
303731,303731,0,subset7_negative_41480_132398.jpg
233032,233032,1,subset4_positive_26314_117417-0.jpg
157646,157646,1,subset3_positive_26689_141545-2.jpg
198994,198994,0,subset4_negative_01883_122963.jpg
234342,234342,0,subset4_negative_11586_136149.jpg
186795,186795,1,subset4_positive_66972_138846-3.jpg
104362,104362,1,subset2_positive_37053_118516-0.jpg
13936,13936,1,subset0_positive_18865_122878-2.jpg
39654,39654,1,subset0_positive_82729_131923-4.jpg
173846,173846,1,subset3_positive_18292_138851-1.jpg
191847,191847,1,subset4_positive_88746_107994-4.jpg
88142,88142,0,subset1_negative_06551_128000.jpg
142171,142171,1,subset3_positive_18292_138852.jpg
425705,425705,0,subset9_negative_44795_133979.jpg
109452,109452,0,subset2_negative_26179_137002.jpg
328114,328114,0,subset7_negative_06047_100281.jpg
355240,355240,0,subset8_negative_58572_109122.jpg
242818,242818,0,subset4_negative_24024_115883.jpg
113310,113310,1,subset2_positive_11877_118511.jpg
286236,286236,0,subset5_negative_35112_133303.jpg
190218,190218,1,subset4_positive_55268_128049-5.jpg
133845,133845,1,subset2_positive_14593_140790-3.jpg
206711,206711,0,subset4_negative_55115_123600.jpg
56011,56011,1,subset1_positive_99234_100637-1.jpg
74405,74405,0,subset1_negative_24196_102398.jpg
180795,180795,0,subset4_negative_40429_107973.jpg
255535,255535,1,subset5_positive_23962_114741.jpg
283688,283688,0,subset5_negative_05135_118652.jpg
141165,141165,1,subset3_positive_53512_107752-5.jpg
319802,319802,1,subset7_positive_08613_138039-0.jpg
201473,201473,0,subset4_negative_01883_122978.jpg
272816,272816,0,subset5_negative_43183_113967.jpg
35457,35457,0,subset0_negative_18345_120998.jpg
87423,87423,1,subset1_positive_44907_132199-1.jpg
239633,239633,1,subset4_positive_28980_141972-4.jpg
409828,409828,0,subset9_negative_09785_129647.jpg
171935,171935,1,subset3_positive_28406_124979.jpg
350854,350854,1,subset8_positive_59047_127687-3.jpg
386627,386627,1,subset9_positive_10197_142119-4.jpg
364832,364832,1,subset8_positive_51928_138936-4.jpg
145325,145325,0,subset3_negative_67558_107038.jpg
430922,430922,0,subset9_negative_44795_134276.jpg
128321,128321,0,subset2_negative_60723_105455.jpg
120732,120732,1,subset2_positive_65478_134697-0.jpg
165978,165978,0,subset3_negative_62493_111003.jpg
109338,109338,1,subset2_positive_26125_113421-5.jpg
259098,259098,1,subset5_positive_05022_142681.jpg
375548,375548,1,subset8_positive_64658_110075-2.jpg
224473,224473,1,subset4_positive_16111_101336-4.jpg
221150,221150,1,subset4_positive_11586_119674.jpg
171792,171792,1,subset3_positive_20766_125447.jpg
166461,166461,1,subset3_positive_18292_138852-0.jpg
426636,426636,1,subset9_positive_97221_139057-4.jpg
135648,135648,1,subset3_positive_05368_136483-2.jpg
103189,103189,1,subset2_positive_19780_126955-4.jpg
230958,230958,1,subset4_positive_97306_115914-0.jpg
402653,402653,1,subset9_positive_27970_143526-2.jpg
95799,95799,0,subset2_negative_52296_102089.jpg
8592,8592,0,subset0_negative_76543_108372.jpg
370164,370164,0,subset8_negative_56859_102576.jpg
65810,65810,0,subset1_negative_06262_139482.jpg
59576,59576,0,subset1_negative_56430_105799.jpg
412250,412250,0,subset9_negative_61822_133558.jpg
384000,384000,1,subset9_positive_27416_100000-5.jpg
56268,56268,1,subset1_positive_10561_103542-3.jpg
381698,381698,1,subset8_positive_00599_123608-3.jpg
218403,218403,0,subset4_negative_45782_118642.jpg
239312,239312,1,subset4_positive_00951_102946.jpg
388696,388696,1,subset9_positive_08169_102622-0.jpg
79253,79253,1,subset1_positive_01375_123759-4.jpg
174559,174559,0,subset3_negative_63327_103772.jpg
18411,18411,0,subset0_negative_12179_101913.jpg
15194,15194,0,subset0_negative_47718_105925.jpg
396350,396350,0,subset9_negative_84692_145348.jpg
166350,166350,0,subset3_negative_82371_105804.jpg
214025,214025,0,subset4_negative_01883_140850.jpg
200686,200686,1,subset4_positive_55268_128049.jpg
226016,226016,1,subset4_positive_55268_128048-1.jpg
360888,360888,1,subset8_positive_17534_120112-5.jpg
107840,107840,0,subset2_negative_31524_121920.jpg
103831,103831,0,subset2_negative_35891_107148.jpg
76751,76751,1,subset1_positive_24616_132690.jpg
129394,129394,0,subset2_negative_87266_114412.jpg
329737,329737,0,subset7_negative_82299_142822.jpg
60711,60711,0,subset1_negative_44907_132530.jpg
322455,322455,1,subset7_positive_03198_125331-1.jpg
227652,227652,1,subset4_positive_25757_141291-4.jpg
336829,336829,0,subset7_negative_03237_132929.jpg
286034,286034,0,subset5_negative_54201_111898.jpg
330858,330858,0,subset7_negative_81479_103571.jpg
269646,269646,1,subset5_positive_00770_100004.jpg
288784,288784,0,subset5_negative_56531_101508.jpg
258039,258039,1,subset5_positive_88633_110800-3.jpg
199565,199565,1,subset4_positive_55268_128049-2.jpg
24238,24238,1,subset0_positive_14231_131598-4.jpg
350860,350860,1,subset8_positive_44986_123852-2.jpg
274103,274103,0,subset5_negative_35112_133053.jpg
309048,309048,0,subset7_negative_82299_142870.jpg
209119,209119,1,subset4_positive_78950_122829-3.jpg
194891,194891,0,subset4_negative_11064_132377.jpg
355154,355154,1,subset8_positive_04249_114705-1.jpg
96208,96208,1,subset2_positive_61636_113814-3.jpg
300915,300915,0,subset7_negative_08613_138498.jpg
269021,269021,0,subset5_negative_97516_105959.jpg
281102,281102,1,subset5_positive_56685_126337-1.jpg
265655,265655,1,subset5_positive_98037_140419-0.jpg
308932,308932,1,subset7_positive_38194_101550-4.jpg
384180,384180,0,subset9_negative_68431_129397.jpg
211426,211426,0,subset4_negative_81626_135091.jpg
364622,364622,1,subset8_positive_15219_132779-4.jpg
53720,53720,0,subset1_negative_01375_124150.jpg
32538,32538,0,subset0_negative_56733_102264.jpg
418140,418140,1,subset9_positive_88650_106462-5.jpg
353300,353300,1,subset8_positive_00599_123610-3.jpg
368347,368347,1,subset8_positive_36860_140718-0.jpg
103635,103635,0,subset2_negative_35891_107396.jpg
372829,372829,0,subset8_negative_98181_100255.jpg
46251,46251,0,subset0_negative_47663_104388.jpg
344167,344167,0,subset8_negative_35761_138254.jpg
32759,32759,0,subset0_negative_08762_134016.jpg
15652,15652,0,subset0_negative_69037_131158.jpg
298210,298210,1,subset7_positive_52962_121099-1.jpg
285037,285037,0,subset5_negative_53158_136230.jpg
206207,206207,1,subset4_positive_25757_123244-2.jpg
5327,5327,1,subset0_positive_47734_103153-2.jpg
223641,223641,0,subset4_negative_41306_112964.jpg
183736,183736,1,subset4_positive_00951_101288.jpg
159457,159457,1,subset3_positive_18292_138854-2.jpg
98131,98131,0,subset2_negative_61636_113843.jpg
183160,183160,1,subset4_positive_21600_113227-1.jpg
311955,311955,0,subset7_negative_38881_117273.jpg
136302,136302,1,subset3_positive_53512_107753-4.jpg
71428,71428,0,subset1_negative_05509_136575.jpg
32649,32649,1,subset0_positive_96730_135067-3.jpg
289483,289483,1,subset5_positive_96664_118988-0.jpg
73064,73064,0,subset1_negative_97866_112309.jpg
370146,370146,1,subset8_positive_92959_121644-5.jpg
212184,212184,1,subset4_positive_47868_104965-5.jpg
222158,222158,0,subset4_negative_01585_105819.jpg
288646,288646,0,subset5_negative_97516_105564.jpg
309475,309475,0,subset7_negative_64522_120848.jpg
392564,392564,0,subset9_negative_20823_104042.jpg
55255,55255,0,subset1_negative_06551_128241.jpg
131829,131829,1,subset2_positive_83786_127651-5.jpg
208641,208641,1,subset4_positive_24767_116923-3.jpg
189563,189563,0,subset4_negative_11282_105363.jpg
417077,417077,0,subset9_negative_16280_128126.jpg
42780,42780,0,subset0_negative_12179_101893.jpg
376644,376644,0,subset8_negative_44726_117951.jpg
405628,405628,0,subset9_negative_33473_102483.jpg
68972,68972,1,subset1_positive_55143_111497-4.jpg
423307,423307,1,subset9_positive_88650_106465-2.jpg
167387,167387,0,subset3_negative_20766_125864.jpg
251076,251076,0,subset5_negative_38609_120892.jpg
358315,358315,0,subset8_negative_76488_137689.jpg
199557,199557,0,subset4_negative_98197_107303.jpg
379596,379596,0,subset8_negative_03514_125162.jpg
175586,175586,0,subset3_negative_09377_128119.jpg
386324,386324,1,subset9_positive_07402_117668-1.jpg
349880,349880,1,subset8_positive_59071_120636-2.jpg
48551,48551,1,subset1_positive_95147_114154-1.jpg
73124,73124,1,subset1_positive_47886_119854-5.jpg
155852,155852,0,subset3_negative_66720_129434.jpg
68073,68073,0,subset1_negative_01375_123783.jpg
128880,128880,0,subset2_negative_69356_119829.jpg
186845,186845,1,subset4_positive_66972_121663-3.jpg
196501,196501,0,subset4_negative_57505_128610.jpg
329374,329374,0,subset7_negative_03198_125524.jpg
233502,233502,0,subset4_negative_55115_112255.jpg
38725,38725,1,subset0_positive_97097_105254.jpg
127306,127306,1,subset2_positive_19780_126955-5.jpg
360393,360393,1,subset8_positive_79830_133181-1.jpg
343799,343799,0,subset8_negative_59551_105674.jpg
140277,140277,1,subset3_positive_28406_124979-1.jpg
115758,115758,0,subset2_negative_98606_134859.jpg
390084,390084,1,subset9_positive_25249_115350-2.jpg
359265,359265,0,subset8_negative_44986_124234.jpg
333300,333300,0,subset7_negative_90986_112150.jpg
99414,99414,0,subset2_negative_85333_142118.jpg
293159,293159,0,subset5_negative_73537_104146.jpg
96187,96187,1,subset2_positive_59527_120573-5.jpg
418839,418839,0,subset9_negative_95892_134473.jpg
101024,101024,1,subset2_positive_98594_111242-0.jpg
406741,406741,1,subset9_positive_02207_144185.jpg
316578,316578,0,subset7_negative_28616_102814.jpg
150125,150125,1,subset3_positive_20084_135357-0.jpg
247158,247158,1,subset5_positive_89377_145833-3.jpg
10827,10827,1,subset0_positive_18896_142468-3.jpg
260409,260409,1,subset5_positive_22764_143068-3.jpg
429567,429567,0,subset9_negative_65787_136507.jpg
410554,410554,1,subset9_positive_07064_129875-5.jpg
381877,381877,0,subset8_negative_59047_127885.jpg
111860,111860,1,subset2_positive_95628_107813-0.jpg
252268,252268,0,subset5_negative_03031_102016.jpg
340012,340012,0,subset7_negative_59979_136861.jpg
272424,272424,0,subset5_negative_84296_127292.jpg
129680,129680,0,subset2_negative_01943_113052.jpg
262522,262522,1,subset5_positive_18641_115127-2.jpg
192809,192809,0,subset4_negative_89321_103673.jpg
138930,138930,1,subset3_positive_18292_138853-3.jpg
156027,156027,0,subset3_negative_52285_117033.jpg
202393,202393,1,subset4_positive_25545_123118.jpg
139596,139596,0,subset3_negative_42570_129742.jpg
108363,108363,1,subset2_positive_94518_112602-4.jpg
199936,199936,1,subset4_positive_97507_130135-3.jpg
427358,427358,0,subset9_negative_90027_114355.jpg
352239,352239,1,subset8_positive_36359_139913-0.jpg
261080,261080,1,subset5_positive_96664_118988-3.jpg
13021,13021,1,subset0_positive_47734_103152-0.jpg
35113,35113,0,subset0_negative_18345_121095.jpg
381110,381110,0,subset8_negative_36860_141309.jpg
64013,64013,0,subset1_negative_69557_101567.jpg
16491,16491,1,subset0_positive_21281_104722-4.jpg
115981,115981,1,subset2_positive_65478_134698-2.jpg
76971,76971,0,subset1_negative_12318_112793.jpg
136103,136103,1,subset3_positive_24156_138457-3.jpg
226001,226001,1,subset4_positive_45782_134284-1.jpg
385278,385278,0,subset9_negative_67626_116719.jpg
367451,367451,0,subset8_negative_66896_131605.jpg
306311,306311,1,subset7_positive_01463_130811-0.jpg
255726,255726,1,subset5_positive_81290_124387.jpg
238974,238974,1,subset4_positive_52637_112121-4.jpg
70435,70435,0,subset1_negative_96592_121277.jpg
98586,98586,1,subset2_positive_26179_136410-5.jpg
166681,166681,1,subset3_positive_26588_133015-5.jpg
181498,181498,1,subset4_positive_97306_129470.jpg
342725,342725,0,subset8_negative_07285_132358.jpg
102655,102655,1,subset2_positive_59527_120573-2.jpg
353423,353423,1,subset8_positive_48666_120337-0.jpg
101276,101276,0,subset2_negative_40572_140586.jpg
127027,127027,0,subset2_negative_75647_130944.jpg
322651,322651,1,subset7_positive_28864_112325-0.jpg
108292,108292,1,subset2_positive_83786_127652-5.jpg
408028,408028,1,subset9_positive_66464_122424-5.jpg
225162,225162,1,subset4_positive_11586_135721.jpg
235743,235743,0,subset4_negative_11064_132568.jpg
168834,168834,1,subset3_positive_58859_140324-2.jpg
191079,191079,0,subset4_negative_10450_120441.jpg
380996,380996,0,subset8_negative_30842_111274.jpg
367620,367620,0,subset8_negative_36860_140764.jpg
50263,50263,1,subset1_positive_47886_119856-4.jpg
186657,186657,0,subset4_negative_45513_122420.jpg
200057,200057,1,subset4_positive_17124_110681-0.jpg
151734,151734,1,subset3_positive_26588_133017-2.jpg
118713,118713,1,subset2_positive_11877_118514-3.jpg
36165,36165,0,subset0_negative_36987_136012.jpg
107585,107585,0,subset2_negative_19780_127185.jpg
114618,114618,1,subset2_positive_61636_113814.jpg
354357,354357,1,subset8_positive_66896_131422-4.jpg
239720,239720,1,subset4_positive_78950_112213-3.jpg
373891,373891,0,subset8_negative_60431_133978.jpg
216278,216278,0,subset4_negative_12644_108699.jpg
368,368,1,subset0_positive_89517_135420-1.jpg
47462,47462,1,subset1_positive_19224_142729-5.jpg
245270,245270,1,subset4_positive_59377_106372-1.jpg
186389,186389,1,subset4_positive_61989_106613-0.jpg
190111,190111,1,subset4_positive_17227_138419.jpg
301555,301555,0,subset7_negative_25649_108270.jpg
69168,69168,1,subset1_positive_48288_135511-5.jpg
391282,391282,1,subset9_positive_66464_122423-5.jpg
285570,285570,0,subset5_negative_63325_121514.jpg
288828,288828,1,subset5_positive_51914_119589-1.jpg
114717,114717,1,subset2_positive_83786_127654-2.jpg
376453,376453,1,subset8_positive_59071_120636-5.jpg
345997,345997,1,subset8_positive_75427_102828.jpg
131643,131643,1,subset2_positive_13632_127950-2.jpg
93815,93815,1,subset2_positive_83786_127653-2.jpg
60378,60378,1,subset1_positive_31764_137496-1.jpg
298367,298367,0,subset7_negative_08613_138520.jpg
230458,230458,0,subset4_negative_18440_126160.jpg
360899,360899,0,subset8_negative_68794_103522.jpg
267031,267031,0,subset5_negative_68974_105376.jpg
310085,310085,0,subset7_negative_13755_137554.jpg
164126,164126,0,subset3_negative_26588_133646.jpg
140754,140754,1,subset3_positive_32320_128072-3.jpg
418735,418735,1,subset9_positive_38633_146296-0.jpg
349460,349460,1,subset8_positive_79830_133182-5.jpg
295735,295735,0,subset7_negative_91325_106018.jpg
338174,338174,1,subset7_positive_54230_130539-0.jpg
26011,26011,1,subset0_positive_82729_131923-0.jpg
39353,39353,1,subset0_positive_71780_106443-4.jpg
166468,166468,1,subset3_positive_83806_123411-1.jpg
412947,412947,0,subset9_negative_45296_106193.jpg
61897,61897,1,subset1_positive_06551_127618-4.jpg
316284,316284,1,subset7_positive_57842_131368-0.jpg
