totalArea,Ecc,EquivlentDiameter,weightedX,weightedY,Rectangularity,Circularity,Elongation,EulerNumber,Class
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
26,0.867589,5.753627,32.692308,32.076923,0.619048,0.980615,0.857143,1,1
19,0.918396,4.918491,29.631579,32.105263,0.791667,1.026705,0.375,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
916,0.882385,34.150951,29.936681,20.050218,0.373878,3.518138,0.98,1,1
0,0,0,0,0,0,0,0,0,1
14,0.937104,4.222008,30.571429,32.357143,0.583333,0.965872,0.666667,1,1
16,0.57735,4.513517,32,31.5,0.8,0.675823,0.8,1,1
28,0.958998,5.970821,33.428571,29.321429,0.466667,1.291071,0.6,1,1
44,0.912274,7.484821,32.795455,32.295455,0.5,1.255665,0.727273,1,1
4,0,2.256758,31.5,31.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
55,0.947773,8.368284,36.290909,54.836364,0.407407,1.93354,0.6,1,1
23,0.959488,5.411516,29.913043,30.608696,0.359375,0.424074,1,1,1
0,0,0,0,0,0,0,0,0,1
513,0.966668,25.557228,31.729045,34.237817,0.409091,3.002233,0.385965,1,1
14,0.685853,4.222008,32.5,32.857143,0.7,0.718454,0.8,1,1
66,0.879151,9.166996,35.530303,30.636364,0.5,1.596194,0.916667,1,1
4,0,2.256758,31.5,30.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
13,0.523557,4.068429,31.615385,32.384615,0.8125,0.642201,1,1,1
9,0.694588,3.385138,31.888889,30.333333,0.75,0.600731,0.75,1,1
0,0,0,0,0,0,0,0,0,1
135,0.957248,13.110581,33.259259,31.911111,0.5625,1.721525,0.416667,1,1
198,0.870628,15.877702,29.939394,29.30303,0.473684,2.467528,0.863636,0,1
51,0.614175,8.058239,30.921569,33.529412,0.708333,0.909434,0.888889,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
9,0.966697,3.385138,29.333333,31,0.5,0.595563,0.5,1,1
8,0.894427,3.191538,38.5,8.5,1,0.63662,0.5,1,1
161,0.859211,14.317527,42.534161,30.279503,0.31384,3.712721,0.703704,1,1
0,0,0,0,0,0,0,0,0,1
5,0,2.523133,32,32,0.555556,0.509296,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
940,0.737673,34.59545,22.17234,30.535106,0.305393,7.763831,0.947368,-1,1
226,0.949674,16.963258,29.889381,30.929204,0.366883,2.406399,0.785714,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
17,0.861948,4.652426,32.176471,31.882353,0.566667,1.005594,0.833333,1,1
995,0.875472,35.593164,24.879397,26.850251,0.366618,5.034661,0.779661,0,1
299,0.950924,19.5115,13.535117,38.949833,0.371429,2.326584,0.657143,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
32,0.967454,6.383076,31.8125,30.8125,0.355556,1.602459,0.9,1,1
44,0.976448,7.484821,34.863636,25.454545,0.488889,1.864344,0.4,1,1
74,0.818213,9.706685,32.783784,32.175676,0.685185,1.127821,0.75,1,1
35,0.956646,6.675581,32.171429,32.542857,0.353535,1.261648,0.818182,1,1
2,1,1.595769,33,31.5,1,0,0.5,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
357,0.969569,21.320097,42.05042,28.689076,0.329032,2.223815,0.885714,1,1
0,0,0,0,0,0,0,0,0,1
75,0.987114,9.77205,24.693333,39.48,0.219298,1.927999,0.947368,1,1
35,0.83522,6.675581,34.914286,32.142857,0.777778,1.149526,0.555556,1,1
0,0,0,0,0,0,0,0,0,1
79,0.987946,10.029253,28.620253,33.962025,0.268707,2.717601,0.666667,1,1
578,0.887772,27.128075,27.544983,44.82526,0.256889,5.112977,0.9,1,1
4,0,2.256758,31.5,31.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
69,0.587739,9.373021,29.043478,34.942029,0.69,1.007494,1,1,1
11,0.747471,3.74241,31.545455,32.181818,0.6875,0.674635,1,1,1
134,0.973293,13.061933,36.156716,30.440299,0.282105,2.733159,0.76,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
128,0.652654,12.766153,29.546875,31.609375,0.426667,3.062341,0.75,1,1
0,0,0,0,0,0,0,0,0,1
1056,0.690594,36.667983,30.066288,47.319129,0.651852,2.254156,0.8,0,1
0,0,0,0,0,0,0,0,0,1
730,0.597403,30.487126,40.632877,20.545205,0.426901,2.82049,0.844444,1,1
199,0.979813,15.917747,34.648241,32.894472,0.188805,4.956522,0.911765,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1845,0.598685,48.467793,27.138753,28.456369,0.588329,2.91359,1,0,1
146,0.988816,13.634257,34.719178,30.691781,0.151925,2.767362,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1254,0.661996,39.958008,43.944976,43.582137,0.592908,2.235848,0.957447,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
129,0.839611,12.815924,33.682171,30.457364,0.551282,1.438175,0.722222,1,1
396,0.918756,22.454462,40.979798,16.830808,0.465882,3.588933,0.735294,1,1
0,0,0,0,0,0,0,0,0,1
29,0.924986,6.076508,31.724138,34.482759,0.725,1.082739,0.4,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
278,0.991946,18.81384,27.064748,37.967626,0.349686,3.942312,0.283019,1,1
0,0,0,0,0,0,0,0,0,1
50,0.814129,7.978846,32.1,30.96,0.505051,1.019839,0.818182,1,1
0,0,0,0,0,0,0,0,0,1
120,0.970026,12.360774,41.6,40.483333,0.248447,2.544293,0.913043,1,1
671,0.480329,29.229159,20.511177,25.818182,0.38125,3.893719,0.909091,0,1
9,0.932497,3.385138,30.222222,31.111111,0.6,0.749539,0.6,1,1
13,0.523557,4.068429,30.615385,32.615385,0.8125,0.642201,1,1,1
492,0.657051,25.028661,27.880081,40.457317,0.382284,2.408343,0.846154,1,1
432,0.90147,23.452921,16.49537,35.430556,0.614509,3.381963,0.513514,1,1
580,0.80838,27.174969,9.506897,24.486207,0.315904,4.990133,0.705882,1,1
798,0.738091,31.875463,18.625313,38.967419,0.533422,3.176202,0.772727,1,1
2,1,1.595769,31.5,32,1,0,0.5,1,1
1011,0.363285,35.878199,38.246291,44.447082,0.604665,1.940615,0.863636,1,1
53,0.624614,8.214724,30.867925,32.622642,0.736111,0.918099,0.888889,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
11,0.747471,3.74241,31.181818,31.454545,0.6875,0.674635,1,1,1
519,0.981184,25.706251,22.177264,30.747592,0.220289,5.676057,0.612903,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
71,0.980057,9.507892,31.239437,32.15493,0.261029,2.568382,0.941176,1,1
30,0.977983,6.180387,34,35.633333,0.277778,1.292158,0.75,1,1
0,0,0,0,0,0,0,0,0,1
72,0.637576,9.574615,32.236111,32.333333,0.818182,0.949728,0.727273,1,1
721,0.883029,30.298609,26.31068,19.997226,0.377883,4.036467,0.679245,1,1
0,0,0,0,0,0,0,0,0,1
34,0.508256,6.579525,32,31.735294,0.809524,0.799767,0.857143,1,1
34,0.924861,6.579525,33.294118,32.441176,0.566667,1.227335,0.6,1,1
28,0.8054,5.970821,31,31.5,0.666667,0.851946,0.857143,1,1
743,0.828496,30.757389,46.784657,27.043069,0.491402,2.513599,0.857143,1,1
0,0,0,0,0,0,0,0,0,1
7,0.377964,2.985411,32.285714,32,0.777778,0.53007,1,1,1
477,0.874551,24.644173,16.431866,27.431866,0.321862,4.709951,0.974359,1,1
0,0,0,0,0,0,0,0,0,1
1046,0.81668,36.493952,41.372849,50.1826,0.569717,2.745913,0.62963,1,1
361,0.9905,21.439204,31.980609,29.883657,0.267407,3.55644,0.462963,1,1
54,0.986343,8.29186,45.740741,19.574074,0.54,2.269409,0.25,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
133,0.975369,13.013103,34.43609,32.052632,0.527778,2.196683,0.321429,1,1
0,0,0,0,0,0,0,0,0,1
59,0.910167,8.667245,32.59322,29.627119,0.75641,1.219652,0.461538,1,1
82,0.930479,10.217908,30.109756,29.719512,0.341667,2.262495,0.9375,1,1
0,0,0,0,0,0,0,0,0,1
755,0.912374,31.004772,38.198675,44.499338,0.323064,5.250684,0.719298,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
37,0.967658,6.863663,31.945946,31.72973,0.474359,1.604537,0.461538,1,1
7,0.377964,2.985411,31.714286,32,0.777778,0.53007,1,1,1
918,0.710233,34.188213,48.652505,36.002179,0.478125,4.521051,0.833333,-1,1
450,0.909098,23.936537,13.337778,39.775556,0.494505,2.822035,0.742857,1,1
80,0.47533,10.09253,33.575,31.525,0.8,0.90375,1,1,1
0,0,0,0,0,0,0,0,0,1
12,0.771087,3.90882,31.666667,32.166667,0.6,0.753125,0.8,1,1
0,0,0,0,0,0,0,0,0,1
25,0.973454,5.641896,30.44,33.8,0.568182,1.408501,0.363636,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
495,0.785732,25.104852,43.028283,35.448485,0.407072,5.150352,0.842105,1,1
307,0.976925,19.7708,36.319218,24.452769,0.232576,3.077037,0.825,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
6,0.790569,2.763953,32.5,32,1,0.477465,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
1226,0.721196,39.509387,28.568515,33.931485,0.395484,8.144167,0.806452,-1,1
0,0,0,0,0,0,0,0,0,1
54,0.940219,8.29186,30.944444,30.962963,0.519231,1.578459,0.615385,1,1
0,0,0,0,0,0,0,0,0,1
13,0.784101,4.068429,31,33.307692,0.866667,0.717757,0.6,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
526,0.94753,25.879026,19.705323,20.503802,0.370684,2.587368,0.767442,1,1
336,0.987457,20.683532,42.955357,39.431548,0.214834,3.782003,0.73913,1,1
23,0.523279,5.411516,31.347826,30.565217,0.638889,1.028655,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1023,0.866451,36.090498,43.828935,18.822092,0.570871,1.812234,0.571429,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
4,0,2.256758,32.5,32.5,1,0.31831,1,1,1
43,0.595428,7.399277,31.046512,31.348837,0.767857,0.935661,0.875,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1225,0.911817,39.493271,29.079184,21.955918,0.467022,2.563377,0.704918,1,1
10,0.616441,3.568248,32.3,32.3,0.625,0.654797,1,1,1
428,0.988175,23.34409,28.5,33.009346,0.195971,3.553028,0.807692,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
274,0.95932,18.677999,35.419708,36.525547,0.224774,6.449391,0.433962,1,1
7,0.377964,2.985411,31.285714,32,0.777778,0.53007,1,1,1
0,0,0,0,0,0,0,0,0,1
34,0.779545,6.579525,30.911765,31,0.693878,0.873057,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
19,0.520704,4.918491,32.157895,31.842105,0.76,0.715581,1,1,1
15,0.71318,4.370194,31.666667,31.466667,0.75,0.720878,0.8,1,1
167,0.992007,14.581872,28.017964,44.718563,0.309259,3.264487,0.416667,1,1
0,0,0,0,0,0,0,0,0,1
5,0,2.523133,32,32,0.555556,0.509296,1,1,1
0,0,0,0,0,0,0,0,0,1
15,0.734389,4.370194,31.066667,32.266667,0.75,0.720878,0.8,1,1
34,0.479527,6.579525,32.5,31.529412,0.708333,0.873057,0.75,1,1
25,0.840201,5.641896,36.68,35.52,0.694444,0.927623,1,1,1
63,0.886538,8.956232,28.888889,31.31746,0.45,1.460707,0.714286,1,1
0,0,0,0,0,0,0,0,0,1
2126,0.78621,52.027947,30.977893,30.476952,0.651348,4.462708,0.796875,-15,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
84,0.946949,10.341766,31.571429,31.940476,0.35,1.942699,0.9375,1,1
0,0,0,0,0,0,0,0,0,1
10,0.910771,3.568248,33.1,33.2,0.5,0.466542,0.8,1,1
0,0,0,0,0,0,0,0,0,1
339,0.976197,20.775664,34.141593,37.017699,0.434615,3.700922,0.288462,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
641,0.73839,28.568279,27.953198,21.797192,0.356111,2.6446,0.72,1,1
14,0.863839,4.222008,31.857143,33.785714,0.777778,0.795273,0.5,1,1
15,0.86044,4.370194,31.933333,30.666667,0.833333,0.79515,0.5,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,31,32.5,1,0,0.5,1,1
270,0.990225,18.541162,27.148148,34.6,0.177632,3.991076,0.95,1,1
49,0.979358,7.898654,30.122449,28,0.362963,2.013748,0.6,1,1
10,0.935414,3.568248,31,31.5,1,0.795775,0.4,1,1
0,0,0,0,0,0,0,0,0,1
529,0.927103,25.952721,33.52552,18.742911,0.383333,2.365422,0.652174,1,1
18,0.938471,4.787307,35,30.5,0.642857,1.02716,0.571429,1,1
1381,0.747871,41.93261,37.629978,20.044171,0.590929,2.874234,0.719298,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
4,0,2.256758,19.5,22.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
32,0.916576,6.383076,32.5,33.28125,0.8,1.104112,0.4,1,1
2,1,1.595769,32.5,32,1,0,0.5,1,1
24,0.584987,5.527906,31.875,32.666667,0.8,0.753125,0.833333,1,1
0,0,0,0,0,0,0,0,0,1
41,0.6174,7.225152,31.926829,30.414634,0.569444,1.426121,0.888889,1,1
0,0,0,0,0,0,0,0,0,1
24,0.875116,5.527906,30.291667,32.416667,0.75,0.966274,0.5,1,1
0,0,0,0,0,0,0,0,0,1
393,0.925672,22.369245,37.796438,21.35369,0.481028,2.074552,0.44186,1,1
253,0.896193,17.947969,26.185771,35.189723,0.268293,4.291342,0.560976,1,1
141,0.9205,13.39876,30.51773,32.992908,0.34058,2.359837,0.782609,1,1
24,0.905991,5.527906,31.708333,31.583333,0.5,0.927818,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
59,0.974594,8.667245,48.694915,11.169492,0.655556,1.832914,0.277778,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
94,0.980563,10.940042,32.138298,24.521277,0.537143,2.632459,0.28,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
996,0.823578,35.611046,38.178715,30.522088,0.527822,2.208732,0.72549,1,1
6,0.790569,2.763953,35,29.5,1,0.477465,0.666667,1,1
116,0.980562,12.153016,37.982759,33.810345,0.340176,3.412258,0.354839,1,1
17,0.924784,4.652426,50.176471,18.764706,0.809524,0.86852,0.428571,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
157,0.946319,14.13855,36.929936,25.522293,0.330526,2.979412,0.76,1,1
677,0.950291,29.35955,33.756278,30.338257,0.464335,2.253723,0.5,1,1
0,0,0,0,0,0,0,0,0,1
356,0.978385,21.290216,26.488764,29.042135,0.539394,4.85409,0.218182,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
103,0.963295,11.451798,33.669903,17.572816,0.476852,2.372962,0.375,1,1
0,0,0,0,0,0,0,0,0,1
53,0.981901,8.214724,30.962264,30.886792,0.294444,2.149269,0.8,1,1
0,0,0,0,0,0,0,0,0,1
30,0.953652,6.180387,33.466667,31.9,0.6,1.341114,0.5,1,1
196,0.893516,15.797308,35.826531,35.658163,0.252252,4.661799,0.567568,1,1
0,0,0,0,0,0,0,0,0,1
266,0.957553,18.403307,40.225564,42.176692,0.273663,3.886752,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1124,0.872385,37.830163,33.850534,43.236655,0.52919,1.648887,0.610169,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
38,0.904548,6.955796,31.894737,32.184211,0.633333,1.138228,0.6,1,1
1377,0.713528,41.871838,35.534495,19.721859,0.57375,2.836488,0.96,-1,1
2,1,1.595769,31.5,31,1,0,0.5,1,1
363,0.886223,21.498511,25.146006,47.517906,0.258547,3.935332,0.923077,1,1
0,0,0,0,0,0,0,0,0,1
